Product ID,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Contact_Address,Contact_Phone,Contact_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Other_Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry
26638,TP-Link Corporation Limited,ER706W-4G,LTE Router,,,,,,,Omada 4G+ Cat6 AX3000 Gigabit VPN Router,Router,LTE Only,Cat 6,"10 Mauchly, Irvine, CA 92618",6263152887,derrick.wang@tp-link.com,—,—,—,—,Standard Nano SIM (4FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,—,—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)",,,,,www.tp-link.com,"10 Mauchly, Irvine, CA 92618",1-866-225-8139,support.usa@tp-link.com,"Agricultural, Construction, Healthcare, Hospitality, Industrial / Manufacturing, Media and Entertainment, Oil and Gas, Real Estate"
27960,Honeywell,CT47,"Qualcomm certified chipset 6490 , supporting 5G FR1, VoLTE, 4G/3G/2G, z axis",,,,,,,"CT47X1N is rugged handheld global smartphone capable of 5G FR1 NSA , 4G/3G/2G technologies, apart from other smart phone features. This device is non-stock device and used mainly across business fields such as postal, carriers, package and parcel. warehouses, transportation... etc.",Rugged Handheld / Smartphone,LTE with GSM/UMTS and 5G NR NSA,Cat 18,"9680 Old Bailes Rd, Fort Mill, SC 29707, United States",+1 803-835-8000,William.Jones@Honeywell.com,—,—,1920 x 1080,0,SIM1 - Standard Nano SIM (4FF),1,3.87 Nominal Vdc,Checked,—,—,—,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,—,—,—,—,Checked,—,Checked,Checked,—,—,Non Verizon FoTA Solution (only),OMADM,Android,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",Checked,Checked,—,Checked,—,—,Checked,—,—,—,—,"LTE Licensed,LTE CBRS,5G Licensed",6.69291x3.03x1.04 in.,0.661 lbs,-20 °C to 50 °C,-30 °C to 70 °C,5-95%,Checked,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",honeywellaidc.com,"9680 Old Bailes Rd, Fort Mill, SC 29707, United States",+1 803-835-8000,William.Jones@Honeywell.com,"Distribution, Healthcare, Industrial / Manufacturing, Media and Entertainment, Professional Services, Retail, Transportation"
25493,Cisco,Z4C,Cloud Management,Automatic Firmware upgrades,L3/L7 Stateful Firewall,1:1 and 1:Many NAT,Configurable VLANs / DHCP support,,,"The Cisco Meraki Z4C teleworker gateway is an enterprise class firewall, VPN gateway and router. This device offers wireless connectivity with WiFi 6, five gigabit ethernet ports, including a built-in PoE-enabled port for VoIP phones and other PoE powered devices. With a built-in LTE modem, the Z4C simplifies any deployment that requires a backup cellular uplink, or is positioned in a remote location.",Router,LTE Only,Cat 12,David Mindel,4088953645,dmindel@cisco.com,—,—,—,—,Standard Nano SIM (4FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,None,—,—,—,—,—,—,Checked,Checked,—,—,Checked,"LTE Licensed,LTE CBRS",—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz)",,,,,www.cisco.com,"170 W Tasman Drive, San Jose, CA 95134",4085267209,tac@cisco.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Hospitality"
8738,"Koos Technical Services, Inc. dba KTS Wireless",ASR v4 Cat M1 WW,Remote sensor monitoring and control,"SDI-12, RS-232/RS-485, Battery Powered Remote Sensor Monitoring and Data Logging Radio",Data Collection for Agriculture Irrigation Management,,,,,"IoT Sensor monitoring solution targeted primarily at Agricultural Irrigation Applications including soil moisture sensors, water level sensors, electric and diesel pump automation.",Remote Monitoring and Control,LTE with GSM/UMTS,Cat M1,"735 Primera Blvd., Suite 200, Lake Mary FL 32746",407 260 0564,sales@ktswireless.com,—,—,—,—,Industrial Soldered SIM (MFF2 Embedded),—,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,—,—,—,—,Checked,—,12x2.25x2.25 in.,2 lbs,0 °C to 50 °C,-25 °C to 85 °C,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.ktswireless.com,"735 Primera Blvd., Suite 200, Lake Mary FL 32746",407 260 0564,sales@koostech.com,"Agricultural, Industrial / Manufacturing, Oil and Gas, Utilities"
27900,Juniper Systems,Mesa 4,7-inch touchscreen,Microsoft Windows 11 operating system,Programmable buttons,USB-C port and USB-A port,,,,The Mesa 4 is a rugged tablet computer with a 7-inch screen and runs Microsoft Windows 11.,Tablet,LTE with GSM/UMTS,Cat 13,"1132 W 1700 N, Logan, UT 84321",435-753-1881,tyler.jessop@junipersys.com,—,"Internal: 7.2 V, 3.0 Ah, 21.6 Wh, Removeable: 7.2 V, 6.0 Ah, 43.2 Wh",800 x 1280,0,Standard Nano SIM (4FF),2,12v,Checked,—,—,Checked,Checked,Checked,—,—,—,Checked,Checked,Checked,—,—,—,—,—,Checked,—,—,Checked,—,Verizon FoTA Solution (only),LWM2M,Windows,—,—,—,—,—,—,—,—,—,Checked,—,—,—,Checked,—,5.40x8.48x1.36 in.,2 lbs,-20 °C to +50 °C,-30 °C to +70 °C,100%,Checked,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band40 (2300 MHz)",,,,,www.junipersys.com,"1132 W 1700 N, Logan, UT 84321",435-753-1881,support@junipersys.com,"Agricultural, Construction, Government, Industrial / Manufacturing, Oil and Gas, Professional Services, Public Safety, Transportation"
11953,Moxa,OnCell G4302-LTE4-US,Industrial LTE Cat 4 secure cellular router,Support serial device with 3-in-1 RS232/422/485 port,Support 2 GbE ports with managed Layer 2 switch functions,Rugged hardware design with certificates for various industrial vertical markets,Dual power inputs and -30 to 70°C wide operating temperature,,,"The OnCell G4302-LTE4 is a reliable, secure, and powerful cellular router with global LTE coverage. This router provides reliable data transfer from serial and Ethernet to cellular interface that can be easily integrated with legacy and modern applications. WAN redundancy between cellular, Ethernet WAN not only provide reliable network connectivity but also suitable for flexible network infrastructure.",Router,LTE with GSM/UMTS,Cat 4,"601 Valencia Avenue, Suite 100, Brea, CA 92823, USA",717-712-2346,Todd.Desso@moxa.com,—,—,—,2,SIM1 - Standard Nano SIM (4FF),1,—,—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.moxa.com,601 VALENCIA AVE STE 100,714-321-0721,joseph.delacruz@moxa.com,"Distribution, Healthcare, Industrial / Manufacturing, Oil and Gas, Transportation"
20505,SYBER SENSE IOT COMPANY LIMITED,XP02US-SS-1433-00,Alarm Panel,"Home security panel, Android OS 7.1, 7 inch LCD screen, VoLTE enabled",Connected with Door/Window sensor,and Motion detection sensor,and CO/Smoke sensor,,,HOME SECURITY PANEL,Alarm Panel,LTE Only,Cat 4,"1493 Flickinger Ave, San Jose, CA 95131",- 714-746-3889,dharav@syberskywareus.com,—,3600mAh Li-polymer,1024 *600,1,Standard/Industrial Mini SIM (2FF),1,"12V /2.5A DC adaptor, Input 100-240VAC 50/60Hz",Checked,Checked,—,Checked,—,Checked,—,—,—,—,—,Checked,—,—,—,—,—,—,—,Checked,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Android,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,—,—,—,—,Checked,—,196.4mmx136.4mmx19mm in.,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)","Band7 (2600 MHz), Band12 (700 MHz)",850 MHz,850 MHz,,,www.sybersens-iot.com,"1493 Flickinger Ave, San Jose, CA 95131",- 714-746-3889,dharav@syberskywareus.com,"Professional Services, Residential / Consumer"
21660,KBC NETWORKS,ThruLink,"Hardware VPN device, Ethernet, WiFi, point to point",,,,,,,"ThruLink is a hardware product that enables fully encrypted transmission of IP information such as video, audio or data over any existing infrastructure, including 4G/LTE networks. With ThruLink, you can easily send and receive IP information securely over public networks without the need for fixed public IP addresses on connections. ThruLink supports over 32,000 remote locations, making it a highly versatile and secure option for the transmission of IP information over public networks.",Router,LTE Only,Cat 4,"KBC Networks 7008 Cliffbrook Dr. Dallas, TX 75254",214-770-7701,dthomson@kbcnetworks.com,—,none,none,2,Standard/Industrial Micro SIM (3FF),0,"+12VDC nominal, 9 to 30VDC",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,Checked,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,xx,2.2,-40 °F to 158 °F,-40 °F to 180 °F,0 to 95% non-condensing,—,—,—,—,"AES: 128/192/256bit, WPA2",Yes,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.kbcnetworks.com,"KBC Networks 7008 Cliffbrook Dr. Dallas, TX 75254",214-770-7701,dthomson@kbcnetworks.com,"Financial Services, Industrial / Manufacturing, Insurance, Legal, Oil and Gas, Professional Services, Real Estate, Retail"
28990,Cradlepoint,X10-5GC,"Embedded, 5GC modem for fast day-1 or primary connectivity",Integrate into your existing network with dynamic routing and VPN tunnel support,,,,,,"The X10-5GC is part of Cradlepoint 5G Enterprise product line and is the latest 5GC device. The X10-5GC is ideally suited for enabling mission-critical employees to work from home or outside the office with the same services, security, ease of management, and optional battery backup. This product is suited for carriers and Multi-Service Operators who need customized licensing packages.",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,"1100 Idaho W. Idaho Street, Floor 8, Boise, ID 83702",855-813-3385,sales@cradlepoint.com,—,1X Backup batteries; 12.2 oz ea,—,5,SIM1 - Standard Nano SIM (4FF),1,12 VDC,—,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),—,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,Checked,—,—,"LTE Licensed,LTE CBRS,5G Licensed",5.3x10.6x1.9 in.,1.1 lbs,0 °C to 40 °C,-20 °C to 70 °C,5% to 95%,—,—,Yes,"GRE, L2TP, NEMO, VRRP, STP, NHRP, OSPF, BGP, RIP, VTI, Split DNS, DNS Proxy, DNS, DHCP relay/client/server, SIP, IRC, VLAN support (802.1Q)","IPSec, 802.1x (wired and wireless), TACACS+/RADIUS Authentication","IPSec, OpenVPN, CP Secure VPN",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.cradlepoint.com,"1100 Idaho W. Idaho Street, Floor 8, Boise, ID 83702",855-813-3385,support@cradlepoint.com,"Agricultural, Construction, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing"
28987,Cradlepoint,E100-5GC,"Embedded, 5GC modem for fast day-1 or primary connectivity",Integrate into your existing network with dynamic routing and VPN tunnel support,,,,,,"The E100-5GC is part of Cradlepoint 5G Enterprise product line and is the latest 5GC device. The E100-5GC is ideally suited for enabling mission-critical employees to work from home or outside the office with the same services, security, ease of management, and optional battery backup.",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,"1100 Idaho W. Idaho Street, Floor 8, Boise, ID 83702",855-813-3385,sales@cradlepoint.com,—,1X Backup batteries; 12.2 oz ea,—,5,SIM1 - Standard Nano SIM (4FF),1,12 VDC,—,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,Checked,—,—,"LTE Licensed,LTE CBRS,5G Licensed",5.3x10.6x1.9 in.,1.1 lbs,0 °C to 40 °C,-20 °C to 70 °C,5% to 95%,—,—,Yes,"GRE, L2TP, NEMO, VRRP, STP, NHRP, OSPF, BGP, RIP, VTI, Split DNS, DNS Proxy, DNS, DHCP relay/client/server, SIP, IRC, VLAN support (802.1Q)","IPSec, 802.1x (wired and wireless), TACACS+/RADIUS Authentication","IPSec, OpenVPN, CP Secure VPN",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.cradlepoint.com,"1100 Idaho W. Idaho Street, Floor 8, Boise, ID 83702",855-813-3385,support@cradlepoint.com,"Agricultural, Construction, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing"
26523,Dynapar,Tracmile,Mileage Tracking,Location Tracking,Power Harvesting,,,,,"The Connected Hubodometer is a sensor that will mount to the hub of a wheel and measure distance traveled, track hub/asset location, and transmit data through an LTE CAT M1 cellular module to the cloud. The unit will be self-powered through an electromagnetic generator that converts rotational mechanical energy into electrical energy stored in a rechargeable battery.",Asset Tracking,LTE Only,Cat M1,"2100 W Broad St, Elizabethtown, NC 28337",4107266052,kelly.hayden@sptech.com,—,—,—,0,Standard Nano SIM (4FF),0,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,"410 Crest Hill Dr, Prospect Heights, IL 60070",8477705771,robert.cachro@dynapar.com,Transportation
27240,Social Mobile,RHINO T100,10'' HD touchscreen. Secured and managed with Android Enterprise.,Global device certified for most countries.,POGO pins for easy docking and fast charging.,Made for high-volume deployment across all industries.,"Ruggedized cases, mounts, and other accessories available.",,,"The RHINO T100 is a premium 10"" Android tablet designed for enterprise featuring global LTE, dual SIM connectivity with eSIM support, and POGO pins for easy docking and charging. The T100 is ideal for retail, hospitality, healthcare, and other industries where performance is critical. Secured and managed with Android Enterprise. Google Play Protect certified. 3 year-guaranteed product availability.",Tablet,LTE Only,Cat 13,"2057 Coolidge Street, Hollywood, FL, 33020",+1 (321) 303-4548,sales@socialmobile.com,—,6000mAh,800*1280,0,Standard Nano SIM (4FF),1,18W,—,—,—,Checked,Checked,Checked,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),—,Android,Checked,—,—,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,9.99x6.58x0.383 in.,1.40 lbs,32 °F to 104 °F,-22 °F to 158 °F,—,—,—,—,—,—,Yes,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band41 (2500 MHz)",,,,,www.socialmobile.com,"2057 Coolidge Street, Hollywood, FL, 33020",518-956-2472,saqib.ghouri@socialmobile.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
26368,Vosker,LM2,Motion activated Wireless camera,,,,,,,"The device consists in an infrared surveillance system. This product is intended mainly for hunting and residential/commercial surveillance. Wherever you have internet access; computer, cell phone or tablet, you can quickly view all your game camera images. Check your photos anywhere, anytime! The SPYPOINT LM2 game camera is a self-contained digital game camera that wirelessly sends photos via the cellular network.",Camera,LTE Only,Cat 1,"330 de la Jacques-Cartier, Victoriaville, Quebec, Canada, G6T 1Y3",514-868-1811 #475,plaroche@spypoint.com,—,1.5V AA Batteries,N/A,0,Standard/Industrial Micro SIM (3FF),0,3.8V / 3.3V,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,RTOS,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,LTE Licensed,—,—,—,—,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.vosker.com,"330 de la Jacques-Cartier, Victoriaville, Quebec, Canada, G6T 1Y3",514-868-1811 #475,plaroche@spypoint.com,Residential / Consumer
28367,Digi International Inc.,TX54-A256,Rugged Transportation / Public Safety / Smart City Router,Dual 5G Cellular,Wi-Fi and GNSS/GPS Support,4 x RJ45 Ethernet w/USB Support,,,,"5G rugged and secure cellular router for mission critical industrial, primary responder, public safety, and transportation applications.",Router,LTE with 5G NR NSA,Cat 20,"9350 Excelsior Blvd, Suite 700, Hopkins, MN 55343, USA",1-877-912-3444,sales.inquiries@digi.com,—,N/A,N/A,4,SIM1 - Standard/Industrial Mini SIM (2FF),1,"9 - 36 VDC, 30 W minimum power source required; ignition sense; 13 W typical (idle); 20 W typical (peak Tx/Rx)",—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,Checked,Checked,Checked,Checked,—,Checked,—,5.75x8.25x2.5 in.,3.3 lbs,-34 °C to +74 °C,-40 °C to 85 °C,5% to 95% (non-condensing),—,—,"IP pass-through; NAT, NAPT with IP port forwarding; Ethernet bridging;","GRE; multicast routing; routing protocols: RIP (v1, v2) OSPF, BGP; IP failover: VRRP;","IP filtering, stateful firewall, custom firewall rules (iptables), address and port translation; SSL, SSLv2, SSLv3; authentication: RADIUS, TACACS+; certificates; MAC address filtering; VLAN support","IPSec with IKEv1, IKEv2, NAT Traversal; OpenVPN client and server; GRE VPN tunnels; cryptology: SHA-1/256/384/512, MD5, RSA; encryption: 3DES and AES up to 256-bit (CBC mode for IPsec); Diffie Hellman: DH groups 1-32 (CURVE448)",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77",,,,www.digi.com,"9350 Excelsior Blvd, Suite 700, Hopkins, MN 55343, USA",1-952-912-3444,tech.support@digi.com,"Construction, Government, Industrial / Manufacturing, Oil and Gas, Professional Services, Public Safety, Transportation, Utilities"
27519,Netgear,Nighthawk M6 MR6150 Mobile Router,Super-fast and reliable 5G router with 4G fallback for seamless internet access.,1GbE LAN/WAN port for high-speed wired connectivity.,"Dual-Band WiFi(2.4GHz, 5GHz) with DBDC operation ensure optimal wireless performance.","Compact, modern, and portable design for convenient use in various locations.",,,,"Introducing the Nighthawk M6: a compact 5G router delivering high-speed Verizon C-Band connectivity with 4G fallback. Designed for businesses, it's portability meets power, ensuring uninterrupted internet access everywhere. With built-in battery, it stays connected during power outages. Elevate your connectivity with Nightawk M6 - reliable, powerful, and purpose-built for business.",Router,LTE with 5G NR NSA,Cat 20,Netgear Sales,(408) 907-8000,sales@netgear.com,—,5040mAh,—,1,Standard Nano SIM (4FF),1,3.85V,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,4.13x4.13x0.79 in.,—,—,—,—,—,—,"RFC 3022, 4787, 5382; Support up to 64K concurrent dynamic NAT sessions","IPv4 basic routing; Static routing; Dynamic routing RIPv1, RIPv2B/M",LTE and WCDMA related,No built-on VPN. Host PC can install its own VPN client.,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77",NSA FR1 Roaming n77,,,www.netgear.com,Netgear Technical Support,1-888-NETGEAR,netgearteam@netgear.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
27521,Netgear,Nighthawk M6 MR6220 Mobile Router,Super-fast and reliable 5G router with 4G fallback for seamless internet access.,1GbE LAN/WAN port for high-speed wired connectivity.,"Dual-Band WiFi(2.4GHz, 5GHz) with DBDC operation ensure optimal wireless performance.","Compact, modern, and portable design for convenient use in various locations.",,,,"Introducing the Nighthawk M6: a compact 5G router delivering high-speed Verizon C-Band connectivity with 4G fallback. Designed for businesses, it's portability meets power, ensuring uninterrupted internet access everywhere. With built-in battery, it stays connected during power outages. Elevate your connectivity with Nightawk M6 - reliable, powerful, and purpose-built for business.",Router,,,Netgear Sales,(408) 907-8000,sales@netgear.com,—,5040mAh,—,1,Standard Nano SIM (4FF),1,3.85V,—,—,—,Checked,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution (only),—,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,4.13x4.13x0.79 in.,—,—,—,—,—,—,"RFC 3022, 4787, 5382; Support up to 64K concurrent dynamic NAT sessions","IPv4 basic routing; Static routing; Dynamic routing RIPv1, RIPv2B/M",LTE and WCDMA related,No built-on VPN. Host PC can install its own VPN client.,N - no Numbershare,—,—,—,,,,,,,www.netgear.com,Netgear Technical Support,1-888-NETGEAR,netgearteam@netgear.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
